rule,side,exit,n_is,n_oos,pf_is,pf_oos
cmo_120_sft <= 7.45|rsi_5_sft >= 77.301424|roc_120_sft <= 2.482338,LONG,Ret_96,256,146,1.2913,1.4069
mom_34_sft >= 17.719999|roc_13_sft <= Close_sft|roc_5_sft <= Close_sft,LONG,Ret_48,230,318,1.3163,1.1932
cmo_48_sft >= 0.78158|mfi_200_sft >= 54.207512,LONG,Ret_72,202,159,1.2557,1.1374
force_24_sft >= Close_sft|cmo_5_sft >= 54.602844,LONG,Ret_96,328,212,1.3183,1.4251
mom_34_sft <= 8.6175|force_8_sft >= 3517347.45,LONG,Ret_96,253,164,1.2528,1.5338
mfi_34_sft <= 65.187675|roc_13_sft >= -1.34|mfi_21_sft >= 69.26593,LONG,Ret_96,243,160,1.2668,1.6791
mom_48_sft >= -6.59|mfi_24_sft >= 68.029807,LONG,Ret_72,271,193,1.3005,1.2414
rsi_8_sft >= 61.997915|roc_21_sft <= 0.462011,LONG,Ret_96,336,213,1.3653,1.5302
cmo_21_sft >= 8.99|mfi_120_sft >= -5.41,LONG,Ret_96,346,224,1.2815,1.3686
cmo_8_sft >= -4.6|mom_144_sft <= 1.38|mom_89_sft >= 1.27,LONG,Ret_48,221,125,1.3445,1.3719
rsi_34_sft <= 61.891071|mfi_24_sft >= 68.029807,LONG,Ret_96,216,144,1.5386,1.2207
mom_120_sft >= -13.59|mfi_48_sft >= 63.139385,LONG,Ret_48,222,162,1.3307,1.4228
force_120_sft >= 18121.945312|roc_144_sft <= 1.420344|rsi_34_sft >= 39.610432,LONG,Ret_96,268,147,1.2771,1.4001
force_34_sft >= 3.1|roc_89_sft >= 0.092346,LONG,Ret_96,301,201,1.2814,1.658
rsi_120_sft >= 47.303051|mfi_48_sft >= 57.227482,LONG,Ret_72,316,228,1.2572,1.287
cmo_8_sft <= -8.02|force_24_sft >= 1.02,LONG,Ret_96,245,156,1.2551,1.4907
force_34_sft >= -2.28|roc_13_sft >= -1.19|mom_89_sft <= 29.907,LONG,Ret_96,365,205,1.2718,1.3709
mom_48_sft >= 10.59|mom_144_sft <= 19.870001,LONG,Ret_72,244,164,1.3304,1.4059
rsi_5_sft >= 77.301424|roc_200_sft >= -2.845036,LONG,Ret_96,316,207,1.313,1.5542
roc_89_sft <= 0.092346|mfi_8_sft <= Close_sft|force_120_sft >= 18121.945312,LONG,Ret_48,270,153,1.321,1.0181
mfi_13_sft <= 38.218019|rsi_21_sft >= 50.411991|rsi_48_sft <= 55.387239,LONG,Ret_48,258,165,1.2912,1.3527
force_144_sft >= Close_sft|cmo_89_sft <= 8.042563|cmo_5_sft >= 8.87,LONG,Ret_72,293,164,1.2938,1.1505
rsi_5_sft <= 77.301424|roc_5_sft <= 0.189689|force_34_sft >= Close_sft,LONG,Ret_96,359,224,1.2653,1.5912
force_13_sft <= -3159099.6|force_34_sft >= -2342065.75,LONG,Ret_96,220,154,1.2535,1.3808
force_55_sft <= -3.99|roc_200_sft >= 0.267701,LONG,Ret_96,218,144,1.2605,1.3573
force_48_sft >= Close_sft|force_5_sft <= -1.8,LONG,Ret_96,316,201,1.3482,1.573
cmo_89_sft >= -2.57|rsi_8_sft >= 61.997915,LONG,Ret_96,319,221,1.2538,1.4424
mfi_120_sft <= 50.774323|force_34_sft >= 5934.621094,LONG,Ret_96,244,150,1.376,1.8349
mfi_89_sft <= 59.931632|force_34_sft >= 5.53,LONG,Ret_96,370,232,1.2527,1.4856
mom_34_sft >= -15.832|roc_34_sft >= 1.253321|rsi_200_sft >= -5.54,LONG,Ret_48,241,221,1.2631,1.2579
cmo_48_sft >= -8.815736|mom_48_sft <= -8.8005,LONG,Ret_96,216,177,1.2589,1.432
mom_200_sft <= 7.04|force_8_sft >= -6.95|roc_55_sft >= -0.700301,LONG,Ret_96,254,138,1.3168,1.2365
rsi_21_sft >= 50.411991|mom_200_sft <= 3.638,LONG,Ret_96,230,134,1.2763,0.9324
force_48_sft >= 4972.991211|mom_89_sft <= 29.907,LONG,Ret_96,352,199,1.2982,1.4958
mfi_34_sft >= 58.335773|roc_120_sft <= 0.99,LONG,Ret_72,280,169,1.3959,1.195
mom_144_sft <= 19.870001|mom_34_sft <= Close_sft|mom_24_sft >= 6.988,LONG,Ret_96,259,158,1.3184,1.0462
roc_34_sft >= 1.253321|cmo_55_sft <= Close_sft,LONG,Ret_48,241,221,1.2631,1.2579
mfi_89_sft >= 50.597168|mom_34_sft >= 8.6175,LONG,Ret_96,241,190,1.257,1.6599
mfi_34_sft >= 58.335773|mom_34_sft >= 5.56,LONG,Ret_96,281,205,1.3152,1.2503
mom_48_sft >= -0.58|mfi_24_sft >= 68.029807,LONG,Ret_72,257,187,1.335,1.304
mfi_5_sft <= 71.135685|mfi_13_sft >= 73.754567|force_120_sft <= 1342171.725,LONG,Ret_72,254,159,1.642,1.3891
roc_55_sft >= 0.73|roc_120_sft <= 1.28032,LONG,Ret_72,248,151,1.3901,1.4217
mfi_200_sft >= 54.207512|mom_48_sft >= -2.94,LONG,Ret_72,205,160,1.2721,1.1432
force_8_sft >= 0.26|roc_5_sft <= -0.174879,LONG,Ret_72,257,186,1.2795,1.1617
force_55_sft >= Close_sft|mom_144_sft >= 2.657,LONG,Ret_72,353,226,1.2881,1.6779
force_144_sft >= -555866.96875|mfi_48_sft >= 63.139385|force_55_sft >= -765378.0,LONG,Ret_48,226,166,1.3861,1.3029
roc_8_sft >= 0.540557|mfi_13_sft >= 73.754567,LONG,Ret_96,216,165,1.3033,1.4904
mfi_89_sft >= 50.597168|force_89_sft >= Close_sft,LONG,Ret_96,282,186,1.2585,1.5904
cmo_8_sft >= 43.989711|mom_55_sft <= 4.31,LONG,Ret_96,201,111,1.3035,1.7265
force_55_sft >= Close_sft|cmo_55_sft <= 19.077594|mom_200_sft <= 3.638,LONG,Ret_96,206,118,1.2636,1.4861
rsi_34_sft >= 56.319788|mfi_21_sft >= 69.26593,LONG,Ret_96,213,134,1.2781,2.2692
force_48_sft >= 4972.991211|mom_144_sft >= 1.38|mom_34_sft >= 0.497,LONG,Ret_72,345,223,1.2808,1.7044
force_24_sft >= Close_sft|cmo_8_sft <= 23.995831|force_89_sft <= Close_sft,LONG,Ret_96,203,130,1.2579,1.2108
roc_89_sft <= 1.086906|mfi_21_sft >= 69.26593,LONG,Ret_96,209,125,1.3105,1.5397
cmo_8_sft >= 23.995831|mom_21_sft <= 6.417,LONG,Ret_96,339,190,1.2932,1.9619
roc_34_sft >= 1.253321|mom_5_sft >= -5.55,LONG,Ret_48,240,219,1.2575,1.1746
mfi_55_sft <= 62.261513|mfi_48_sft >= 57.227482,LONG,Ret_96,262,187,1.2642,1.7316
mfi_55_sft >= 50.516251|mom_89_sft <= 1.27,LONG,Ret_96,245,157,1.2837,1.2438
mfi_120_sft <= 55.01005|force_48_sft >= -1.34,LONG,Ret_96,321,190,1.2605,1.4786
rsi_200_sft <= 52.808514|mfi_55_sft <= 62.261513|force_89_sft >= 0.89,LONG,Ret_96,269,147,1.2636,1.5855
force_48_sft <= 774649.90625|cmo_13_sft >= 19.088308|mfi_24_sft >= 59.951464,LONG,Ret_72,207,105,1.3345,1.5407
force_34_sft >= 5934.621094|mom_200_sft <= 3.638,LONG,Ret_96,222,129,1.5058,1.3123
mom_200_sft <= 24.299999|cmo_13_sft >= 19.088308,LONG,Ret_96,276,138,1.275,1.464
mom_89_sft <= 29.907|force_48_sft >= -7.21,LONG,Ret_96,352,201,1.3,1.3951
cmo_89_sft <= 8.042563|mom_21_sft <= 6.28|rsi_8_sft >= 61.997915,LONG,Ret_96,273,155,1.4017,1.5834
mom_55_sft <= 0.65|roc_55_sft >= -1.483987|force_24_sft >= 9.16,LONG,Ret_96,293,179,1.2881,1.2044
cmo_5_sft >= 54.602844|roc_5_sft <= 0.409222|cmo_200_sft <= 5.617026,LONG,Ret_96,211,107,1.3286,1.3408
cmo_24_sft <= Close_sft|rsi_48_sft >= -1.33|mfi_48_sft >= 63.139385,LONG,Ret_48,229,173,1.4068,1.2537
cmo_24_sft >= -12.308913|mfi_24_sft >= 68.029807,LONG,Ret_96,244,171,1.2692,1.3595
rsi_200_sft <= Close_sft|mom_34_sft >= 5.94,LONG,Ret_96,333,233,1.2572,1.3502
mom_34_sft >= 6.66,LONG,Ret_96,323,232,1.3049,1.3601
cmo_13_sft >= -32.527008|force_21_sft >= 980778.65625|force_34_sft <= 860495.4375,LONG,Ret_96,237,132,1.3268,1.0813
rsi_34_sft <= 61.891071|mfi_120_sft <= 55.01005|force_48_sft >= 4972.991211,LONG,Ret_96,319,187,1.2699,1.5165
mom_34_sft >= 17.719999|force_8_sft >= -1109839.875,LONG,Ret_48,227,308,1.3182,1.2393
cmo_24_sft >= 7.85,LONG,Ret_96,344,218,1.2675,1.4722
roc_34_sft >= 1.253321|force_200_sft >= -1288142.325|roc_8_sft <= Close_sft,LONG,Ret_48,233,203,1.2883,1.2964
rsi_200_sft >= 47.95405|mom_34_sft >= 17.719999,LONG,Ret_48,222,311,1.2806,1.1783
mom_5_sft >= 0.071|mfi_120_sft <= 50.774323,LONG,Ret_96,290,187,1.3407,1.6222
force_55_sft >= -8.67|mom_34_sft >= 17.719999,LONG,Ret_48,224,291,1.2975,1.305
mom_48_sft <= -8.68|rsi_89_sft >= 46.818644,LONG,Ret_96,212,169,1.3189,1.4523
mfi_48_sft >= 57.227482|roc_89_sft <= 1.086906,LONG,Ret_96,225,143,1.3201,1.8361
force_48_sft <= 2052419.025|cmo_5_sft >= 54.602844,LONG,Ret_96,306,180,1.2957,1.5488
force_24_sft <= 2605860.6|rsi_8_sft >= 71.994859,LONG,Ret_96,248,126,1.29,1.7032
rsi_13_sft >= 59.544155|mom_48_sft <= 0.569,LONG,Ret_96,220,135,1.3118,1.6309
mfi_200_sft >= 54.207512|cmo_89_sft >= -1.75,LONG,Ret_72,210,163,1.2644,1.1009
rsi_200_sft >= 45.619888|mfi_48_sft >= 63.139385,LONG,Ret_48,229,172,1.4058,1.2508
cmo_13_sft >= 2.29|mfi_48_sft >= 63.139385,LONG,Ret_48,225,172,1.3988,1.291
rsi_8_sft >= 71.994859|force_8_sft <= 3517347.45|roc_55_sft <= Close_sft,LONG,Ret_96,239,123,1.262,1.4607
rsi_21_sft >= 36.889128|mfi_120_sft <= 58.642133|mom_144_sft <= -1.61,LONG,Ret_96,282,165,1.2868,1.338
mfi_120_sft <= 50.774323|roc_5_sft >= 0.005459,LONG,Ret_96,290,187,1.3407,1.6225
rsi_48_sft >= 50.390789|mom_55_sft <= -0.51,LONG,Ret_96,229,153,1.2594,1.508
mfi_48_sft >= 63.139385|mom_5_sft <= Close_sft,LONG,Ret_48,229,173,1.4068,1.2537
mom_200_sft <= 3.638|force_48_sft >= Close_sft,LONG,Ret_96,213,122,1.4687,1.2769
rsi_89_sft <= 54.02128|force_21_sft <= 980778.65625|force_89_sft >= 7990.140625,LONG,Ret_96,253,137,1.2717,1.4902
force_48_sft >= -6.51|cmo_89_sft <= 8.042563|cmo_5_sft >= 30.548246,LONG,Ret_96,268,163,1.3686,1.2554
mom_89_sft >= 5.09|force_24_sft <= 2605860.6,LONG,Ret_72,364,247,1.2581,1.5197
mom_34_sft <= Close_sft|mfi_120_sft <= 55.01005|force_5_sft >= 1261102.5,LONG,Ret_96,334,212,1.2755,1.629
mom_89_sft <= 1.27|force_120_sft >= -3.31,LONG,Ret_96,206,108,1.2843,1.257
force_48_sft <= Close_sft|mom_200_sft >= 3.638,LONG,Ret_96,223,155,1.2508,1.347
cmo_5_sft <= 30.548246|mfi_34_sft >= 65.187675,LONG,Ret_72,204,158,1.3863,1.1439
mfi_34_sft >= 35.920062|cmo_5_sft >= 54.602844,LONG,Ret_96,335,215,1.2613,1.4812
cmo_24_sft >= 14.674236|force_48_sft <= 774649.90625,LONG,Ret_72,238,130,1.3476,1.488
mom_8_sft <= 3.486|force_34_sft >= Close_sft|force_5_sft <= Close_sft,LONG,Ret_96,320,199,1.2848,1.3891
cmo_34_sft >= -10.465685|cmo_5_sft >= 54.602844,LONG,Ret_96,333,216,1.2792,1.5155
force_48_sft >= -4.79|roc_89_sft <= 2.150699|roc_48_sft >= -8.17,LONG,Ret_96,352,218,1.3346,1.5235
mfi_5_sft >= 86.041183|mom_24_sft >= 6.988,LONG,Ret_96,250,193,1.3234,1.4948
roc_120_sft <= Close_sft|roc_120_sft <= 0.166461|mfi_13_sft >= 73.754567,LONG,Ret_72,211,128,1.2665,1.2444
force_89_sft >= -9.53|roc_89_sft >= -6.61|mfi_120_sft <= 50.774323,LONG,Ret_72,239,149,1.2841,1.8256
force_144_sft >= -1.51|mom_48_sft <= 7.3|mom_8_sft >= 3.486,LONG,Ret_72,259,152,1.35,1.4716
force_34_sft >= 3.17|force_21_sft >= -2.71|force_120_sft <= 18121.945312,LONG,Ret_96,200,134,1.2543,1.4148
mfi_34_sft >= 58.335773|mom_144_sft <= 5.88,LONG,Ret_72,218,125,1.302,1.3601
mom_34_sft >= 17.719999|rsi_55_sft >= 45.890608,LONG,Ret_48,228,314,1.3008,1.2378
force_34_sft >= 5934.621094|cmo_24_sft <= 0.786075,LONG,Ret_96,237,136,1.345,1.41
mfi_120_sft <= 55.01005|force_24_sft >= -8.5,LONG,Ret_96,338,199,1.3435,1.4194
mfi_13_sft >= 73.754567|mom_120_sft <= 5.1,LONG,Ret_96,200,113,1.3614,1.0533
mom_55_sft <= 0.65|mfi_120_sft >= 46.115835|force_120_sft >= 2.19,LONG,Ret_96,209,118,1.2985,1.0471
cmo_89_sft >= 0.960655|mfi_13_sft <= Close_sft|cmo_144_sft <= 6.532958,LONG,Ret_96,275,172,1.2581,1.3907
mom_120_sft <= 17.629001|cmo_89_sft >= -6.362713|force_5_sft >= Close_sft,LONG,Ret_96,328,178,1.2517,1.2712
force_21_sft >= 980778.65625|cmo_5_sft <= 30.548246,LONG,Ret_96,272,202,1.2918,1.4528
mom_5_sft >= 5.89|mom_55_sft >= 11.248,LONG,Ret_72,221,229,1.2629,1.4674
force_200_sft >= Close_sft|mfi_200_sft >= 54.207512,LONG,Ret_72,204,150,1.3855,1.1202
mfi_200_sft >= 54.207512|mom_89_sft >= -6.14,LONG,Ret_72,206,156,1.2687,1.138
force_48_sft >= Close_sft|mfi_24_sft >= 68.029807,LONG,Ret_72,271,190,1.3074,1.4083
roc_34_sft >= 1.253321|mfi_48_sft >= 2.57,LONG,Ret_48,241,221,1.2631,1.2579
mfi_48_sft >= 63.139385|roc_5_sft <= Close_sft,LONG,Ret_48,229,173,1.4068,1.2537
mfi_48_sft >= 63.139385|cmo_144_sft <= Close_sft,LONG,Ret_48,229,173,1.4068,1.2537
cmo_24_sft >= 14.674236|mfi_24_sft >= 68.029807,LONG,Ret_72,243,174,1.3562,1.4873
force_8_sft <= -7.26|mfi_55_sft >= 56.83432|mom_55_sft <= Close_sft,LONG,Ret_96,218,158,1.2587,1.9927
force_55_sft >= -7.68|mom_89_sft >= 4.56|roc_89_sft <= 2.150699,LONG,Ret_72,343,215,1.3008,1.6703
roc_8_sft <= Close_sft|rsi_5_sft >= 77.301424|force_34_sft >= -2.14,LONG,Ret_96,318,206,1.318,1.4403
force_8_sft >= -5.98|roc_89_sft >= 0.092346|force_8_sft >= -1109839.875,LONG,Ret_96,314,210,1.2611,1.5597
mfi_48_sft >= 63.139385|mom_120_sft >= -13.59|cmo_13_sft >= -16.753895,LONG,Ret_48,221,162,1.3288,1.4198
mfi_48_sft >= 63.139385|mfi_144_sft <= Close_sft,LONG,Ret_48,229,173,1.4068,1.2537
mom_34_sft >= 5.4|rsi_13_sft <= 59.544155,LONG,Ret_96,315,222,1.2964,1.3127
force_144_sft >= Close_sft|mom_48_sft <= 6.12|force_21_sft >= 5.01,LONG,Ret_72,283,152,1.396,1.341
force_89_sft <= Close_sft|rsi_120_sft >= 47.303051|mfi_120_sft <= 55.01005,LONG,Ret_96,269,176,1.2663,1.2931
cmo_5_sft >= 54.602844|force_34_sft >= -882131.46875,LONG,Ret_96,330,213,1.2939,1.3356
mfi_120_sft <= 55.01005|mfi_55_sft >= 56.83432,LONG,Ret_72,225,154,1.3469,1.4677
force_120_sft >= Close_sft|mom_24_sft <= Close_sft|mfi_144_sft <= 54.681004,LONG,Ret_96,272,163,1.2675,1.5226
mfi_21_sft >= 69.26593|cmo_48_sft <= 20.35201,LONG,Ret_96,231,148,1.3671,1.353
force_48_sft >= 5.14|force_24_sft <= 945736.46875,LONG,Ret_96,334,200,1.288,1.4538
mfi_89_sft >= 45.558933|mfi_48_sft >= 63.139385,LONG,Ret_48,229,172,1.4068,1.2427
roc_5_sft <= 0.409222|roc_24_sft >= 1.034501,LONG,Ret_72,232,182,1.3206,1.495
mfi_48_sft >= 63.139385|rsi_8_sft >= 29.771312,LONG,Ret_48,229,173,1.4068,1.2537
force_8_sft >= -1109839.875|cmo_21_sft >= 8.95|mom_34_sft >= -7.372,LONG,Ret_96,345,222,1.2554,1.4231
mfi_200_sft >= -9.83|rsi_5_sft >= 77.301424|rsi_48_sft <= 60.176003,LONG,Ret_96,305,196,1.2664,1.4628
mom_55_sft >= 11.248|mom_89_sft <= 9.07,LONG,Ret_72,210,154,1.2815,1.4192
mfi_120_sft <= 50.774323|force_89_sft >= 0.59,LONG,Ret_72,239,149,1.2753,1.8256
cmo_13_sft >= 4.39|mom_89_sft >= 5.1|force_34_sft >= -882131.46875,LONG,Ret_72,359,245,1.272,1.451
mom_144_sft <= 0.16|force_34_sft >= 5934.621094|mom_24_sft >= -6.86,LONG,Ret_96,216,122,1.3419,1.1331
force_5_sft <= Close_sft|force_55_sft >= 7923.229004,LONG,Ret_96,306,200,1.2631,1.5791
roc_34_sft <= 1.253321|force_89_sft >= 7990.140625,LONG,Ret_96,327,205,1.2501,1.4558
mom_24_sft >= 2.31|mfi_120_sft <= 55.01005,LONG,Ret_96,326,205,1.2981,1.4181
mom_48_sft <= Close_sft|mom_34_sft >= 17.719999,LONG,Ret_48,230,318,1.3163,1.1932
roc_13_sft <= 0.015546|cmo_5_sft <= 9.9|mom_55_sft >= 0.65,LONG,Ret_96,313,204,1.2524,1.5699
force_21_sft >= 980778.65625|mfi_48_sft >= 57.227482,LONG,Ret_72,265,207,1.3156,1.303
roc_34_sft >= 1.253321|mfi_34_sft >= 50.579842|rsi_5_sft >= -4.62,LONG,Ret_72,207,178,1.2511,1.5312
force_34_sft >= Close_sft|roc_89_sft <= 0.092346,LONG,Ret_96,272,158,1.2509,1.2165
mom_34_sft >= 17.719999|roc_200_sft <= Close_sft,LONG,Ret_48,230,318,1.3163,1.1932
cmo_8_sft >= 23.995831|rsi_200_sft >= 47.95405,LONG,Ret_96,323,227,1.2565,1.424
mom_55_sft <= 11.248|cmo_48_sft >= 10.774477|roc_13_sft >= -0.675512,LONG,Ret_72,223,99,1.3237,2.3867
mfi_24_sft >= 68.029807|mom_5_sft >= 3.53,LONG,Ret_96,207,156,1.5376,1.4839
mfi_144_sft <= 54.681004|mfi_21_sft >= 69.26593,LONG,Ret_72,223,136,1.29,1.8868
mom_21_sft >= -5.6795|mom_34_sft >= 17.719999,LONG,Ret_48,229,311,1.269,1.2775
rsi_24_sft <= 43.845545|force_34_sft >= -2342065.75|rsi_8_sft <= 71.994859,LONG,Ret_96,292,136,1.2553,1.2678
mfi_55_sft >= 0.42|mom_34_sft >= 17.719999,LONG,Ret_48,230,318,1.3163,1.1932
force_21_sft >= 9212.429688|force_24_sft >= 8057.183594|cmo_5_sft >= 54.602844,LONG,Ret_96,328,212,1.3166,1.4203
cmo_55_sft >= 0.841261|mfi_200_sft >= 54.207512,LONG,Ret_72,205,160,1.2539,1.1122
force_34_sft >= -4.5|mfi_5_sft <= 71.135685|force_5_sft >= 3922685.65,LONG,Ret_96,246,183,1.2567,1.4415
rsi_24_sft >= 50.393036|cmo_5_sft >= 54.602844,LONG,Ret_96,324,211,1.2566,1.5102
force_8_sft <= Close_sft|force_24_sft >= -4.6|roc_144_sft >= 0.189912,LONG,Ret_96,227,142,1.2838,1.5926
mfi_24_sft >= 68.029807|mfi_21_sft <= Close_sft|roc_48_sft <= 1.544718,LONG,Ret_72,261,173,1.3125,1.3444
mfi_24_sft >= 68.029807|rsi_13_sft >= 8.51|roc_8_sft <= 3.69,LONG,Ret_96,244,173,1.2912,1.3448
force_55_sft >= Close_sft|rsi_8_sft <= Close_sft|mom_48_sft <= -1.46,LONG,Ret_96,231,150,1.2897,1.6111
mfi_48_sft >= 63.139385|mom_8_sft >= -7.223,LONG,Ret_48,228,173,1.4166,1.2375
cmo_5_sft >= 54.602844|rsi_21_sft >= 36.889128|roc_48_sft <= 0.772961,LONG,Ret_96,292,175,1.307,1.5046
force_120_sft <= 18121.945312|force_34_sft >= 9.25,LONG,Ret_96,200,134,1.2543,1.4081
cmo_120_sft <= -3.68|mfi_5_sft >= 50.859138,LONG,Ret_96,201,113,1.2621,1.26
mom_24_sft <= 14.8274|roc_21_sft <= Close_sft|rsi_5_sft >= 77.301424,LONG,Ret_96,317,174,1.2696,1.6363
mfi_24_sft >= 59.951464|mfi_48_sft <= 50.552082|roc_24_sft <= Close_sft,LONG,Ret_96,202,125,1.4173,1.2898
mfi_13_sft >= 38.218019|roc_8_sft <= 0.007914|rsi_34_sft >= 56.319788,LONG,Ret_72,206,151,1.2826,1.3369
force_34_sft >= 5934.621094|mom_200_sft <= 24.299999,LONG,Ret_96,310,162,1.441,1.1115
rsi_200_sft >= 45.619888|force_34_sft >= Close_sft,LONG,Ret_96,366,239,1.2525,1.4497
mom_48_sft >= -8.8005|mfi_120_sft <= 55.01005|force_34_sft >= 3.9,LONG,Ret_96,325,185,1.2939,1.4059
force_24_sft >= -4.47|mfi_120_sft <= 55.01005|force_120_sft <= 1342171.725,LONG,Ret_96,333,192,1.3465,1.3955
force_48_sft <= 4972.991211|rsi_48_sft >= 50.390789|force_5_sft <= -4.5,LONG,Ret_72,217,152,1.2777,1.5139
force_24_sft >= Close_sft|mom_200_sft <= 24.299999|force_48_sft <= 4972.991211,LONG,Ret_96,201,111,1.3074,0.9591
mfi_13_sft <= Close_sft|mom_13_sft <= 10.2784|force_8_sft >= 3517347.45,LONG,Ret_96,270,177,1.3116,1.2697
mfi_34_sft >= 58.335773|roc_89_sft >= 0.092346,LONG,Ret_72,308,213,1.2716,1.3514
mom_89_sft <= 1.27|force_144_sft >= 15666.625977|force_144_sft <= 1231428.475,LONG,Ret_48,264,143,1.272,0.9578
cmo_120_sft >= 0.942767|roc_144_sft <= 2.706932|mfi_48_sft <= Close_sft,LONG,Ret_96,294,190,1.3106,1.5992
mom_24_sft >= 6.988|mfi_21_sft >= 69.26593,LONG,Ret_72,272,198,1.2555,1.2941
rsi_48_sft >= -5.88|mom_34_sft >= 17.719999,LONG,Ret_48,230,318,1.3163,1.1932
mom_48_sft >= 0.569|force_13_sft >= 3116180.5,LONG,Ret_96,234,194,1.2556,1.3663
cmo_34_sft <= 12.639574|rsi_24_sft >= 57.337118|mom_89_sft <= Close_sft,LONG,Ret_72,217,138,1.4561,1.442
mom_89_sft >= 1.37|force_55_sft >= 0.69,LONG,Ret_96,294,201,1.2952,1.6453
force_13_sft <= -3159099.6|cmo_200_sft >= -4.0919,LONG,Ret_96,207,167,1.3034,1.3405
roc_200_sft <= 1.707907|force_48_sft >= Close_sft,LONG,Ret_96,300,168,1.2512,1.3991
force_34_sft >= Close_sft|mom_89_sft <= 1.27,LONG,Ret_96,272,154,1.2949,1.2563
mfi_120_sft <= 55.01005|force_34_sft >= 5934.621094,LONG,Ret_96,331,194,1.3605,1.623
mom_89_sft >= 3.47|rsi_34_sft >= 50.357002|force_120_sft <= 570012.21875,LONG,Ret_96,238,162,1.2619,1.5027
cmo_13_sft >= 35.82144|mom_5_sft <= 6.64,LONG,Ret_72,254,139,1.2516,1.8723
roc_13_sft <= 0.015546|force_48_sft >= 4972.991211|force_5_sft <= 7.15,LONG,Ret_96,271,181,1.2524,1.3727
mom_34_sft >= 17.719999|mfi_120_sft >= -1.05,LONG,Ret_48,230,318,1.3163,1.1932
mfi_89_sft >= 50.597168|mfi_144_sft <= 54.681004,LONG,Ret_96,276,176,1.364,1.5685
cmo_8_sft >= 43.989711|mom_34_sft <= 6.78,LONG,Ret_96,215,97,1.2879,1.8881
force_5_sft <= -3968618.75|mfi_34_sft >= 50.579842,LONG,Ret_96,216,177,1.3438,1.2666
roc_8_sft <= 0.540557|force_13_sft <= 3116180.5|cmo_8_sft >= 43.989711,LONG,Ret_96,212,101,1.5023,1.3506
cmo_34_sft <= 12.639574|roc_24_sft >= 0.502807,LONG,Ret_96,270,190,1.295,1.2506
cmo_8_sft >= 23.995831|force_89_sft >= 7990.140625|cmo_34_sft <= 23.782142,LONG,Ret_96,288,196,1.2801,1.3581
force_34_sft >= 5934.621094|roc_5_sft <= 0.189689,LONG,Ret_96,360,225,1.26,1.5674
roc_34_sft >= 1.04|rsi_8_sft >= 29.771312,LONG,Ret_72,259,209,1.3331,1.6081
rsi_48_sft >= 45.592133|mfi_48_sft >= 63.139385|roc_8_sft >= -7.66,LONG,Ret_48,229,173,1.4058,1.2537
rsi_89_sft >= 46.818644|mom_34_sft >= 17.719999,LONG,Ret_48,226,316,1.3313,1.2152
cmo_5_sft <= 54.602844|roc_89_sft >= 1.086906,LONG,Ret_96,216,161,1.2609,1.594
force_89_sft <= 628137.0625|mom_48_sft >= 10.59|mfi_21_sft <= 69.26593,LONG,Ret_72,236,204,1.3176,1.3066
force_55_sft >= Close_sft|mom_89_sft >= 1.27,LONG,Ret_96,296,201,1.2922,1.6453
rsi_48_sft >= 45.592133|mfi_120_sft <= 50.774323,LONG,Ret_96,274,176,1.327,1.3358
cmo_13_sft <= 19.088308|mfi_34_sft >= 58.335773|roc_24_sft <= 8.69,LONG,Ret_72,337,230,1.2846,1.3329
cmo_144_sft <= 6.532958|force_24_sft >= Close_sft,LONG,Ret_96,323,184,1.2529,1.1588
force_89_sft >= 7990.140625|cmo_21_sft >= -4.9|roc_120_sft <= Close_sft,LONG,Ret_96,327,212,1.2521,1.5655
mom_55_sft <= 23.58|mfi_24_sft >= 50.55991|rsi_24_sft >= 57.337118,LONG,Ret_96,280,162,1.2563,1.4307
force_24_sft >= -5.03|cmo_200_sft >= -8.760222,LONG,Ret_96,373,243,1.2669,1.3566
force_34_sft >= 1.1|mom_200_sft <= 5.22,LONG,Ret_96,232,130,1.5348,1.3415
force_55_sft >= -4.29|cmo_144_sft <= 3.26,LONG,Ret_96,236,131,1.2578,1.3826
rsi_144_sft <= 53.266479|force_120_sft >= 18121.945312,LONG,Ret_96,268,146,1.2772,1.1906
mom_34_sft >= 17.719999|force_55_sft >= Close_sft,LONG,Ret_48,224,291,1.2975,1.305
cmo_8_sft >= 0.9255|roc_5_sft <= -0.174879,LONG,Ret_96,226,166,1.3948,1.3335
mom_34_sft >= 17.719999|mom_13_sft >= -9.2,LONG,Ret_48,230,311,1.3163,1.2979
rsi_5_sft >= 50.52813|mfi_120_sft <= 50.774323,LONG,Ret_96,280,177,1.2933,1.6427
roc_21_sft <= Close_sft|force_55_sft <= 3.0|rsi_34_sft >= 50.357002,LONG,Ret_96,213,151,1.2829,1.2012
mfi_13_sft >= 27.640554|mom_34_sft >= 17.719999|mom_48_sft <= Close_sft,LONG,Ret_48,230,318,1.3163,1.2016
force_21_sft >= 7.96|mfi_5_sft >= 86.041183|rsi_8_sft <= 71.994859,LONG,Ret_96,294,190,1.2563,1.3957
mfi_13_sft >= -4.25|mfi_24_sft >= 68.029807,LONG,Ret_96,244,173,1.2927,1.3375
roc_120_sft >= 0.166461|mfi_24_sft >= 68.029807,LONG,Ret_72,227,157,1.3081,1.5033
