Entry,Side,Exit,PF,R2,Stag_Active,Trades,OER,UI,Health,Monkey,Monkey_OOS,XS_IS,XS_OOS
stoch_13_sft <= 8.1|stoch_8_sft <= 92.218132,LONG,SINTETICA_REVERSE,1.841,0.8191,3377,328,2.0,1.8217,0.8878,99.9,90.5,0.5599,0.6535
cci_8_sft <= Close_sft|stoch_21_sft <= 8.41,LONG,SINTETICA_REVERSE,2.499,0.8627,3250,317,1.4586,2.3141,0.8857,100.0,90.3,0.5715,0.6396
stoch_55_sft >= 51.12788|stoch_120_sft <= 49.271656,LONG,Ret_12,4.47,0.9151,1721,142,1.4138,2.0639,0.883,100.0,90.4,0.5511,0.6406
stoch_55_sft >= 51.12788|stoch_120_sft <= 49.271656|cci_120_sft >= -122.586189,LONG,Ret_12,4.516,0.9134,1721,140,1.3942,2.0636,0.8697,100.0,90.4,0.5546,0.6406
stoch_55_sft >= 51.12788|stoch_144_sft <= 49.124619,LONG,Ret_12,4.223,0.9209,2207,145,1.4516,2.0356,0.8693,100.0,90.3,0.5542,0.6668
stoch_13_sft >= 5.50324|stoch_144_sft <= 49.124619|stoch_55_sft >= 51.12788,LONG,Ret_12,4.23,0.9208,2207,145,1.4485,2.039,0.8689,100.0,90.3,0.5601,0.6668
stoch_21_sft <= 7.96,LONG,SINTETICA_REVERSE,2.346,0.8575,3382,299,1.5937,2.0931,0.861,100.0,90.9,0.5727,0.6438
stoch_21_sft <= 7.94,LONG,SINTETICA_REVERSE,2.345,0.8583,3382,298,1.5891,2.0924,0.8592,100.0,90.9,0.5725,0.6438
hour_sft >= 0.0|stoch_21_sft <= 7.93,LONG,SINTETICA_REVERSE,2.345,0.8583,3382,298,1.5891,2.0924,0.8592,100.0,90.9,0.5725,0.6438
cci_48_sft <= 6.38|stoch_21_sft <= 9.53,LONG,SINTETICA_REVERSE,2.794,0.9,2096,284,1.1862,2.4615,0.8574,100.0,90.0,0.5791,0.6361
stoch_21_sft <= 7.86,LONG,SINTETICA_REVERSE,2.241,0.8516,3382,298,1.6303,2.0505,0.8558,100.0,90.9,0.5758,0.6461
stoch_8_sft >= -7.86|stoch_13_sft <= 7.86|stoch_144_sft <= 89.075752,LONG,SINTETICA_REVERSE,1.833,0.8163,3377,321,2.0,1.7394,0.8448,99.9,92.8,0.5588,0.6488
cci_34_sft <= Close_sft|willr_13_sft <= -87.190811|hour_sft >= Close_sft,LONG,SINTETICA_REVERSE,1.944,0.9223,2018,664,1.2166,2.2962,0.8432,100.0,90.0,0.5433,0.5941
stoch_21_sft <= 9.07|willr_13_sft <= -55.18177,LONG,SINTETICA_REVERSE,2.593,0.8949,1662,303,1.1829,2.3001,0.8193,100.0,90.0,0.5733,0.6378
stoch_200_sft <= 48.789024|stoch_55_sft >= 51.12788,LONG,Ret_12,3.959,0.904,2322,154,1.4077,2.015,0.8155,100.0,90.2,0.5307,0.6613
stoch_8_sft <= 10.0|cci_34_sft <= -1.69,LONG,SINTETICA_REVERSE,2.021,0.8299,2475,337,1.9721,1.6049,0.8129,99.9,92.1,0.5567,0.5949
willr_200_sft <= -0.36|stoch_21_sft <= 9.35,LONG,SINTETICA_REVERSE,2.517,0.9022,1662,303,1.1644,2.2942,0.812,100.0,90.0,0.5723,0.6444
stoch_55_sft >= 51.12788|cci_48_sft >= 4.454145|stoch_120_sft <= 49.271656,LONG,Ret_12,4.417,0.935,1721,120,1.5115,1.7411,0.8101,100.0,92.3,0.5648,0.6633
stoch_21_sft <= 9.34|willr_24_sft <= Close_sft,LONG,SINTETICA_REVERSE,2.577,0.9024,1662,303,1.1469,2.3207,0.8101,100.0,90.0,0.5723,0.6444
stoch_13_sft <= 16.14263|hour_sft >= 16.0,LONG,SINTETICA_REVERSE,1.877,0.922,1309,491,1.0922,2.2715,0.8002,100.0,92.6,0.546,0.6237
willr_34_sft <= -50.732185|stoch_8_sft <= 9.89,LONG,SINTETICA_REVERSE,1.959,0.8108,2475,336,2.0,1.5805,0.7926,99.9,92.8,0.549,0.6156
stoch_21_sft <= 9.17,LONG,SINTETICA_REVERSE,2.63,0.8951,1662,299,1.1221,2.3305,0.7909,100.0,90.0,0.5742,0.6344
cci_48_sft <= 3.98|willr_13_sft <= -87.190811|hour_sft >= 4.0,LONG,SINTETICA_REVERSE,1.98,0.9263,1885,622,1.1284,2.2762,0.7902,100.0,91.2,0.5423,0.5978
